# pT 	1/Nev dN/dpT (2to2) 	error (2to2) 	1/Nev dN/dpT (Brems) 	error (Brems) 
2.86	0.000557144490895	1.20460209828e-05	1.63130915651e-05	6.57974652082e-06
2.9	0.000502078390439	1.15067405112e-05	6.4504136108e-06	4.5021147566e-06
2.94	0.000445266713455	1.17979224914e-05	1.33004408483e-05	7.04205949242e-06
2.98	0.000393088113276	1.1626350765e-05	1.74991499497e-05	7.43071555745e-06
3.02	0.00036380436116	1.08494054089e-05	4.97664640577e-06	3.63092819815e-06
3.06	0.000329023266295	1.05995330804e-05	2.15041694785e-06	1.5208294451e-06
3.1	0.000273122868363	7.43831196641e-06	4.40643210107e-06	3.33467792362e-06
3.14	0.000266198977367	9.92420519076e-06	2.1289011742e-09	2.1289011742e-09
3.18	0.000236008816535	1.25448260822e-05	1.62315709433e-06	1.52144573933e-06
3.22	0.000215983886025	7.33216225129e-06	2.35778663612e-06	1.80666761183e-06
3.26	0.000185029993216	6.1938484373e-06	2.36916649082e-06	1.76641844934e-06
3.3	0.000162707767614	5.8781313032e-06	5.14150710896e-06	5.14001314894e-06
3.34	0.000144680210288	4.76321121305e-06	1.71215506699e-09	1.71215506699e-09
3.38	0.000133382528829	5.26710275139e-06	3.38932795682e-06	3.38932795682e-06
3.42	0.000112958913321	4.97045151956e-06	0.0	0.0
3.46	0.000100652180863	4.37147800796e-06	4.67119608213e-07	4.67119608213e-07
3.5	9.59961452858e-05	4.31497288376e-06	6.58503974947e-09	6.58503974947e-09
3.54	8.60557221176e-05	3.92522194345e-06	0.0	0.0
3.58	7.44894136119e-05	3.68149189111e-06	1.43353329645e-06	1.43353329645e-06
3.62	6.71619844921e-05	3.70231976667e-06	0.0	0.0
3.66	6.46304925355e-05	4.02393822619e-06	3.29143991794e-06	2.51965442407e-06
3.7	4.97052234415e-05	2.76142564238e-06	0.0	0.0
3.74	4.79012670925e-05	2.80248610974e-06	1.40971523293e-08	1.40971523293e-08
3.78	3.97396746209e-05	2.67712240595e-06	0.0	0.0
3.82	3.82533218197e-05	2.31414523105e-06	0.0	0.0
3.86	3.56517570915e-05	2.42428720551e-06	0.0	0.0
3.9	2.88889474518e-05	2.05686702402e-06	0.0	0.0
3.94	3.12641712652e-05	2.45028951394e-06	0.0	0.0
3.98	2.9565788905e-05	2.32022212478e-06	0.0	0.0
